"archive","poc"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26510","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26511","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26512","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26513","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26566","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26514","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26515","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26516","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26517","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26518","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26519","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26520","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26547","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26565","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26521","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26522","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26564","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26523","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26524","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26563","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26525","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26562","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26526","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26527","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26528","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26529","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26573","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26530","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26531","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26532","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26533","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26534","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26535","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B-17, Morgantown, WV 26536","Sarah Brown - Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26545","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26507","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26508","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26509","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26510","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26511","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26512","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26513","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26514","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26515","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26516","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26517","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26518","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26519","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26520","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26521","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26522","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26523","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26524","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26525","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26526","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26527","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26528","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26529","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26530","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26531","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26532","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26533","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26534","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26570","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26569","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26568","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26567","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26566","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26565","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26564","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26563","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26562","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26561","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26560","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26559","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26558","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26557","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26556","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26555","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26554","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26553","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26552","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26551","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26541","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26542","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26543","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26550","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26549","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26548","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26547","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26546","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26544","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26535","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26536","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26537","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26538","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26539","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, P.O. Box 880, B17, Morgantown, WV, 26507","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26580","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26540","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26579","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26578","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26577","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26576","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26575","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26574","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26573","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26572","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26571","Sarah Brown Sarah.Brown@netl.doe.gov"
"National Energy Technology Laboratory, 3610 Collins Ferry Road, B17, Morgantown, WV 26505","Sarah Brown, Sarah.Brown@netl.doe.gov"
"West Virginia Geological and Economic Survey","Sarah Brown, sbrown@geosrv.wvnet.edu"
"UConn Avery Point","Sarah McCart"
"UCONN Avery Point—Department of Marine Sciences","Sarah McCart"
"Brown University","Sarah McGrath"
"University of California, Davis","Sarah Roeske"
"LDEO","Sascha Serno"
"Virginia Tech Dept. of Geosciences, Bemis sample storage","sbemis@vt.edu"
"Marine Geological Sample Laboratory","scarey@mail.uri.edu"
"University of Rhode Island, Marine Geological Samples Laboratory (MGSL)","scarey@mail.uri.edu"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","SCHNEIDER Jean-Luc"
"University of Georgia","schroe@uga.edu"
"Concord University tephra lab","sckuehn@concord.edu"
"Univeristy of North Carolina Wilmington","Scott Nooner"
"Seafloor Samples Laboratory, Woods Hole Oceanographic Institution; Woods Hole, MA","seafloorsampleslab@whoi.edu"
"Seafloor Samples Laboratory; Woods Hole Oceanographic Institution","seafloorsampleslab@whoi.edu"
"Western Washington University","Sean Mulcahy"
"Western Washington University Geology Department","Sean Mulcahy"
"WWU Geology Collection","Sean Mulcahy"
"Washington State University","sean.p.long@wsu.edu"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Sébastien ZARAGOSI sebastien.zaragosi@u-bordeaux.fr"
"Ghent University (Ugent)","sebastien.bertrand@ugent.be"
"Ghent University, Renard Centre of Marine Geology","sebastien.bertrand@UGent.be"
"Ghent University","sebastien.bertrand@UGent.be"
"Ghent Univerisity","sebastien.bertrand@UGent.be"
"GEHCO, Tours, France","sebastien.salvador@univ-tours.fr"
"GEHCO, Tours,  France","sebastien.salvador@univ-tours.fr"
"Earth & Planetary Sciences Collections, Petrology section, University of New Mexico","selver@unm.edu"
"University of New Mexico; Albuquerque, NM","selver@unm.edu"
"John Senko/Shagun Sharma","senko@uakron.edu/shagun2260@gmail.com"
"University of Nevada, Las Vegas, NV, USA","shaima.maa88@gmail.com"
"Boise State University","shainacohen@boisestate.edu"
"Idaho State Uni.","shannonkobs@isu.edu"
"New Mexico Bureau of Geology","Shari A. Kelley"
"LDEO","Sharon Cooper"
"U. North Carolina Wilmington","Sharon Hoffman"
NULL,"Sharon Hoffman"
"University of North Carolina Wilmington","Sharon Hoffman"
"U. North Carolina - Wilmington","Sharon Hoffmann"
"University of North Carolina Wilmington","Sharon Hoffmann"
"University of Kansas","sharon.billings@ku.edu"
"University of South Florida","Shevenell"
"LDEO","Shilei Li"
"Yale","Shun-ichiro, Karato"
"Goteborg University","SHYAM MURTI GUPTA"
"LDEO","Sidney Hemming"
"Rutgers University","Silke Severmann"
"Unipa, Palermo","silvio.rotolo@unipa.it"
"University of Cambridge","simon.stephenson@earth.ox.ac.uk"
"British Geological Survey","Simont@bgs.ac.uk"
NULL,"Simpson, George Gaylord"
"University of Hawaii at Honolulu (UH Honolulu)","sinton@hawaii.edu"
"Salem Satate University; Salem, MA","smana@salemstate.edu"
"Lamont-Doherty Earth Observatory of Columbia University","smstraub@ldeo.columbia.edu"
"National Autonomous University of Mexico","smstraub@ldeo.columbia.edu"
"Centro de Geociencias, UNAM, Queretaro, Mexico","solari@unam.mx"
"LSCE, Gif-sur-Yvette, France","sophie.ayrault@lsce.ipsl.fr"
"Large Lakes Observatory","spano@berkeley.edu"
"University of Alaska Fairbanks","sregan5@alaska.edu"
"Carnegie Institution for Science, Department of Terrestrial Magnetism (DTM)","sshirey@carnegiescience.edu"
"Woods Hole Oceanographic Institution (WHOI)","ssoule@whoi.edu"
"Princeton University","Stacey Edmonsond"
"Mineralogy, Petrology, Tectonics, Dept of Earth Sciences, Uppsala University","Steffi Burchardt"
"Rutgers University, Dept. Marine and Coastal Sciences","Stella Woodard"
"Rutgers University","Stella Woodard"
"LDEO Ages Lab","Stephen Cox, cox@ldeo.columbia.edu"
NULL,"Stephen Eggins"
"Concord University","Stephen Kuehn"
"LPI","Stephen Mackwell"
"Lunar Planetary Institute --> Lamont-Doherty Earth Observatory","Stephen Mackwell --> Elizabeth Ferriss"
"Queens College","Stephen Pekar"
"Oxford","Stergios Zarkogiannis"
NULL,"Steve Barker"
"National Oceanographic Centre, Southampton, UK","Steve Bohaty"
"LDEO","Steve Goldstein"
"Geological Survey of Canada","steve.grasby@canada.ca"
"GSC-Calgary","steve.grasby@canada.ca"
"Solsten","steve.lewis@solstenxp.com"
"Lamont-Doherty Earth Observatory","steveg@ldeo.columbia.edu"
"LDEO","Steven Goldstein"
"The City College of New York, CUNY","Steven Kidder"
"Carnegie Institution for Science, Earth & Planets Laboratory","Steven Shirey"
"Carnegie Institution for Science, Department of Terrestrial Magnetism (DTM)","Steven Shirey"
"University of Adelaide","Stijn Glorie (stijn.glorie@adelaide.edu.au)"
"QUADLAB Roskilde University","storey@ruc.dk"
"Institute of Earth Sciences, Academia Sinica, Taipei 11529, Taiwan, Republic of China","sunyang11@earth.sinica.edu.tw"
"Department of Geosciences, Penn State University","Susan Brantley"
"Pennsylvania State University, Department of Geosciences","Susan Brantley"
"Pennsylvania State University, Department of Geosciences","Susan Brantley sxb7@psu.edu"
"Pennsylvania State University (PSU)","Susan L Brantley"
"Department of Geosciences, Penn State University","Susan L Brantley"
"Pennsylvania State University, Department of Geosciences","Susan L. Brantley"
NULL,"Susan L. Brantley"
"Pennsylvania State University (PSU)","Susan L. Brantley"
"Department of Geosciences, Penn State Unv","Susan L. Brantley"
"National Institute of Oceanography, India","Sushant Naik"
"National Institute of Oceanography, Dona Paula, Goa, India","Sushant Naik"
NULL,"Suzanne Picazo"
"Pennsylvania State University, Earth and Environmental Systems Institute (PSU-EESI)","sxb7@psu.edu"
"Pennsylvania State University (PSU)","sxb7@psu.edu"
"Pennsylvania State University, Department of Geosciences","sxb7@psu.edu"
"U. Lille","T. Sionneau"
"Amherst College","taharms@amherst.edu"
"Okayama University","Takashi Yoshino"
"University of Siena (UNISI)","Talarico, Franco"
"NOAA PMEL EOI Program","Tamara Baumberger"
"University of Kansas, Department of Geology","tbidgoli@kgs.ku.edu"
NULL,"Teasdale_Rachel"
"Cornell University Earth and Atmospheric Sciences","Teresa Jordan"
"Cornell University Earth & Atmospheric Sciences","Teresa Jordan"
"LDEO","Terry Plank"
"Lamont Doherty Earth Observatory (Parent samples)","Terry Plank"
"Lamont-Doherty Earth Observatory","Terry Plank (tplank@ldeo.columbia.edu)"
"Lamont-Doherty Earth Observatory (LDEO)","Terry Plank, LDEO, 61 Rte 9W, Palisades, NY 10960"
"Lamont-Doherty Earth Observatory (LDEO)","Terry Plank, ldeo.columbia.edu"
"Lamont-Doherty Earth Observatory","Terry Plank, tplank@LDEO.columbia.edu"
"MIT - Bowring Lab","terryb@ucsc.edu"
"Oregon State University","Theresa Fritz-Endres"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","THEVENON F curateur-edytem@univ-savoie.fr"
"CAROTHEQUE EPOC UNIVERSITE DE BORDEAUX","Thierry Mulder t.mulder@epoc.u-bordeaux1.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Thierry Mulder t.mulder@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Thierry MULDER thierry.mulder@u-bordeaux.fr"
"University of St. Thomas","Thomas Hickson"
"British Antarctic Survey","Thomas Williams"
"Boise State University","tiffanyrivera@boisestate.edu"
"Institute for Planetary Materials, Okayama University","tkk@misasa.okayama-u.ac.jp"
"Institute for Study of the Earth's Interior, Okayama University","tkk@misasa.okayama-u.ac.jp"
"Institute for Study of the Earth's Interior Okayama University","tkk@misasa.okayama-u.ac.kp"
"Geological Survey of Alabama Paleontology collection","TLHarrell@gsa.state.al.us"
"Geological Survey of Alabama Paleontology collection; Tuscaloosa, AL","TLHarrell@gsa.state.al.us"
"University of São Paulo","toferreira@usp.br"
"University of Colorado Boulder","Tom Marchitto"
"Oak Ridge National Lab - 1505/271 Dry Archive","Tommy Mead"
"University of Liège (Belgium)","tonin.bechon@uliege.be"
"Lamont Doherty Earth Observatory, Palisades, NY","tplank@ldeo.columbia.edu"
"Lamont Doherty Earth Observatory","tplank@ldeo.columbia.edu"
"Lamont-Doherty Earth Observatory","tplank@LDEO.columbia.edu"
"Lamont Doherty Earth Observatory, Palisades, NY","tplank@LDEO.columbia.edu"
"Westminster College","trivera@westminstercollege.edu"
"Alaska Division of Geological & Geophysical Surveys","trystan.herriott@alaska.gov"
"Institute of Paleontology, Mongolian Academy of Sciences (IP-MAS)","tucker@sun.ac.za"
"Centro de Geociencias, UNAM, Queretaro, Mexico","tuena@dragon.geociencias.unam.mx"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","TURON Jean-Louis"
"University of New Mexico, Department of Earth and Planetary Sciences (UNM-EPS)","Tyler Mackey"
"Yukon Geological Survey","tyler.ambrose@yukon.ca"
"Michigan State University","Tyrone Rooney"
"Michigan State University Geoanalytical Laboratory","Tyrone Rooney"
"Michigan State University Geoanalytical Laboratory","Tyrone Rooney (rooneyt@msu.edu)"
"Michigan State University Geoanalytical Lab","Tyrone Rooney (rooneyt@msu.edu)"
"MSU Geoanalytical Lab","Tyrone Rooney (rooneyt@msu.edu)"
"Michigan State University Geoanalytical Laboratory","Tyrone Rooney(rooneyt@msu.edu)"
NULL,"U. Bold"
"Massachusetts Institute of Technology","Uli Faul"
NULL,"United States Geological Survey - Reston nannofossil lab"
"University of Iowa (UI)","University of Iowa"
NULL,"University of Kansas"
"University of Kansas","University of Kansas"
"University of Rhode Island Marine Geological Samples Laboratory (MGSL)","University of Rhode Island"
"University of South Florida","Vadman"
"Mount Horeb Research Collections and Educational Center","val.stanley@wgnhs.uwex.edu"
"CHRONO-ENVIRONNEMENT (ISNI:  0000 0001 2188 3779)","VANNIERE B (ORCID:0000-0002-6779-6053)"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","VANNIERE B (ORCID:0000-0002-6779-6053)"
"Institute of Volcanology and Seismology, Russia","Vera Ponomareva"
"Institute of Volcanology and Seismology, Russia","Vera Ponomareva (00K15), Natalia Gorbach (K1-18B)"
NULL,"Vernadsky, W."
"CHRONO-ENVIRONNEMENT (ISNI:  0000 0001 2188 3779)","VERNEAUX V curateur-edytem@univ-savoie.fr"
"CHRONO-ENVIRONNEMENT (ISNI:  0000 0001 2188 3779)","VERNEAUX V null"
"Department of Geology, University of Patras","vgiamas@ac.upatras.gr"
"Industry","vgillerm@uidaho.edu"
"Industry/UI","vgillerm@uidaho.edu"
"UC Santa Cruz","Vicky Yuan"
"University of Oxford, United Kingdom","victoria.smith@arch.ox.ac.uk"
"Wadia Institute of Himalayan Geology, Dehradun, India","vikas.himg@gmail.com"
"Rutgers University","Vincent Clementi"
NULL,"Vining_Oliver"
"Grand Valley State University Geology Department","Virginia Peterson"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","VIROLLE Maxime maxime.virolle@u-psud.fr"
"Northwestern University","vivienr@u.northwestern.edu"
"Michael Zelenskii","volcangas@gmail.com"
"LSCE (ISNI:0000 0001 0584 9722)","VON GRAFENSTEIN U (ORCID:0000-0002-3338-5627)"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","VON GRAFENSTEIN U (ORCID:0000-0002-3338-5627)"
"Institute of Paleobiology, Warsaw, Poland","W. Majewski"
"McGill University","W. Minarik"
"Lamont-Doherty Earth Observatory (LDEO)","Wally Broecker"
NULL,"Wally Broecker"
"LDEO","Wally Broecker"
"Columbia University, Lamont-Doherty Earth Observatory, Boise, ID, 83725, USA","Walter Snyder"
"Lamont-Doherty Earth Observatory (LDEO)","Walter Snyder"
"Key Laboratory of Cenozoic Geology and Environment, Institute of Geology and Geophysics, Chinese Academy of Sciences","wangluo@mail.iggcas.ac.cn"
"WHOI","Wanyi Lu"
"USGS","wcraddock@usgs.gov"
"Woods Hole Oceanographic Institution (WHOI)","WHOI"
NULL,"WHOI"
"Institute of Geological Sciences BERNE (ISNI:0000 0004 0509 4501)","WILHELM B (orcid:0000-0002-0555-1915)"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","WILHELM B (orcid:0000-0002-0555-1915)"
"CHRONO-ENVIRONNEMENT","WILHELM B (orcid:0000-0002-0555-1915)"
NULL,"WILHELM B (ORCID:0000-0002-0555-1915)"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","WILHELM B (ORCID:0000-0002-0555-1915)"
"Institute of Geological Sciences BERNE (ISNI:0000 0004 0509 4501)","WILHELM B (ORCID:0000-0002-0555-1915)"
